onset	duration	trial_type	value	session_type	task_condition
174.0546875	6.25	yellow	4	online	overt
184.12109375	6.25	green	0	online	overt
198.33203125	6.25	orange	2	online	overt
209.140625	6.25	orange	2	online	overt
219.3671875	6.25	magenta	1	online	overt
233.546875	6.25	magenta	1	online	overt
244.53515625	6.25	green	0	online	overt
266.21875	6.25	yellow	4	online	overt
276.4140625	6.25	green	0	online	overt
290.52734375	6.25	violet	3	online	overt
301.34375	6.25	magenta	1	online	overt
315.1953125	6.25	magenta	1	online	overt
325.8984375	6.25	orange	2	online	overt
347.421875	6.25	violet	3	online	overt
358.015625	6.25	orange	2	online	overt
379.3671875	6.25	violet	3	online	overt
389.515625	6.25	green	0	online	overt
399.5859375	6.25	green	0	online	overt
413.82421875	6.25	orange	2	online	overt
424.68359375	6.25	magenta	1	online	overt
438.44921875	6.25	orange	2	online	overt
449.2734375	6.25	green	0	online	overt
459.46484375	6.25	magenta	1	online	overt
473.6875	6.25	violet	3	online	overt
496.09375	6.25	yellow	4	online	overt
506.640625	6.25	green	0	online	overt
520.5078125	6.25	magenta	1	online	overt
531.26953125	6.25	orange	2	online	overt
545.06640625	6.25	violet	3	online	overt
556.08203125	6.25	magenta	1	online	overt
569.91796875	6.25	yellow	4	online	overt
580.82421875	6.25	yellow	4	online	overt
591.07421875	6.25	magenta	1	online	overt
601.2890625	6.25	magenta	1	online	overt
615.359375	6.25	yellow	4	online	overt
626.06640625	6.25	orange	2	online	overt
636.26953125	6.25	orange	2	online	overt
646.15234375	6.25	magenta	1	online	overt
656.25390625	6.25	magenta	1	online	overt
670.3359375	6.25	yellow	4	online	overt
692.46484375	6.25	violet	3	online	overt
702.93359375	6.25	orange	2	online	overt
724.0859375	6.25	yellow	4	online	overt
734.31640625	6.25	orange	2	online	overt
744.44921875	6.25	orange	2	online	overt
754.53125	6.25	orange	2	online	overt
776.04296875	6.25	violet	3	online	overt
786.375	6.25	magenta	1	online	overt
796.56640625	6.25	magenta	1	online	overt
810.921875	6.25	violet	3	online	overt
