onset	duration	trial_type	value	session_type	task_condition
97.625	6.25	green	0	calibration	covert
108.05078125	6.25	green	0	calibration	covert
122.6015625	6.25	orange	2	calibration	covert
133.47265625	6.25	magenta	1	calibration	covert
154.6796875	6.25	yellow	4	calibration	covert
164.98828125	6.25	green	0	calibration	covert
178.9609375	6.25	magenta	1	calibration	covert
189.70703125	6.25	magenta	1	calibration	covert
199.921875	6.25	magenta	1	calibration	covert
214.04296875	6.25	yellow	4	calibration	covert
224.7734375	6.25	orange	2	calibration	covert
235.03125	6.25	magenta	1	calibration	covert
257.265625	6.25	violet	3	calibration	covert
267.68359375	6.25	orange	2	calibration	covert
289.64453125	6.25	violet	3	calibration	covert
299.91796875	6.25	magenta	1	calibration	covert
321.52734375	6.25	yellow	4	calibration	covert
331.9140625	6.25	orange	2	calibration	covert
341.92578125	6.25	orange	2	calibration	covert
351.89453125	6.25	orange	2	calibration	covert
361.96875	6.25	magenta	1	calibration	covert
371.859375	6.25	magenta	1	calibration	covert
392.5625	6.25	green	0	calibration	covert
402.58203125	6.25	green	0	calibration	covert
412.4609375	6.25	green	0	calibration	covert
422.36328125	6.25	green	0	calibration	covert
442.68359375	6.25	yellow	4	calibration	covert
452.8359375	6.25	green	0	calibration	covert
466.91015625	6.25	orange	2	calibration	covert
477.61328125	6.25	orange	2	calibration	covert
487.6875	6.25	orange	2	calibration	covert
508.453125	6.25	violet	3	calibration	covert
518.8203125	6.25	orange	2	calibration	covert
532.53125	6.25	violet	3	calibration	covert
543.3203125	6.25	violet	3	calibration	covert
564.390625	6.25	yellow	4	calibration	covert
574.90234375	6.25	orange	2	calibration	covert
595.83203125	6.25	green	0	calibration	covert
605.98046875	6.25	magenta	1	calibration	covert
615.859375	6.25	magenta	1	calibration	covert
636.53515625	6.25	green	0	calibration	covert
646.71484375	6.25	green	0	calibration	covert
656.69140625	6.25	green	0	calibration	covert
666.625	6.25	green	0	calibration	covert
686.94921875	6.25	yellow	4	calibration	covert
697.0390625	6.25	magenta	1	calibration	covert
717.35546875	6.25	orange	2	calibration	covert
727.44140625	6.25	green	0	calibration	covert
747.3125	6.25	violet	3	calibration	covert
757.37890625	6.25	magenta	1	calibration	covert
767.33203125	6.25	green	0	calibration	covert
777.19140625	6.25	green	0	calibration	covert
797.28515625	6.25	yellow	4	calibration	covert
807.578125	6.25	orange	2	calibration	covert
817.640625	6.25	orange	2	calibration	covert
831.5234375	6.25	violet	3	calibration	covert
842.22265625	6.25	violet	3	calibration	covert
855.9453125	6.25	violet	3	calibration	covert
866.77734375	6.25	magenta	1	calibration	covert
876.92578125	6.25	magenta	1	calibration	covert
897.6015625	6.25	violet	3	calibration	covert
908.00390625	6.25	orange	2	calibration	covert
918.0234375	6.25	orange	2	calibration	covert
928.09375	6.25	green	0	calibration	covert
941.890625	6.25	violet	3	calibration	covert
962.953125	6.25	green	0	calibration	covert
973.03125	6.25	magenta	1	calibration	covert
987.125	6.25	violet	3	calibration	covert
997.89453125	6.25	magenta	1	calibration	covert
1011.73828125	6.25	violet	3	calibration	covert
1022.5234375	6.25	magenta	1	calibration	covert
1036.73046875	6.25	orange	2	calibration	covert
1047.43359375	6.25	orange	2	calibration	covert
1057.7734375	6.25	magenta	1	calibration	covert
1071.83984375	6.25	yellow	4	calibration	covert
1082.62109375	6.25	orange	2	calibration	covert
1096.3203125	6.25	violet	3	calibration	covert
1107.08984375	6.25	orange	2	calibration	covert
1251.80078125	6.25	yellow	4	calibration	covert
1261.96484375	6.25	green	0	calibration	covert
1283.73828125	6.25	violet	3	calibration	covert
1294.046875	6.25	green	0	calibration	covert
1304.1484375	6.25	green	0	calibration	covert
1326.15234375	6.25	yellow	4	calibration	covert
1336.359375	6.25	green	0	calibration	covert
1351.015625	6.25	orange	2	calibration	covert
1362.01171875	6.25	magenta	1	calibration	covert
1376.0625	6.25	orange	2	calibration	covert
1386.84765625	6.25	magenta	1	calibration	covert
1400.90625	6.25	violet	3	calibration	covert
1411.76953125	6.25	orange	2	calibration	covert
1421.96875	6.25	magenta	1	calibration	covert
1431.953125	6.25	magenta	1	calibration	covert
1453.47265625	6.25	yellow	4	calibration	covert
1463.94140625	6.25	orange	2	calibration	covert
1474.15625	6.25	green	0	calibration	covert
1494.73046875	6.25	yellow	4	calibration	covert
1505.15625	6.25	green	0	calibration	covert
1515.26953125	6.25	magenta	1	calibration	covert
1529.3828125	6.25	violet	3	calibration	covert
