onset	duration	trial_type	value	session_type	task_condition
0.0	6.25	violet	3	calibration	covert
11.25	6.25	magenta	1	calibration	covert
22.5	6.25	green	0	calibration	covert
33.75	6.25	green	0	calibration	covert
45.0	6.25	magenta	1	calibration	covert
56.25	6.25	orange	2	calibration	covert
67.5	6.25	green	0	calibration	covert
78.75	6.25	yellow	4	calibration	covert
90.0	6.25	green	0	calibration	covert
101.25	6.25	magenta	1	calibration	covert
112.5	6.25	green	0	calibration	covert
123.75	6.25	orange	2	calibration	covert
135.0	6.25	magenta	1	calibration	covert
146.25	6.25	green	0	calibration	covert
157.5	6.25	magenta	1	calibration	covert
168.75	6.25	green	0	calibration	covert
180.0	6.25	orange	2	calibration	covert
191.25	6.25	orange	2	calibration	covert
202.5	6.25	magenta	1	calibration	covert
213.75	6.25	violet	3	calibration	covert
225.0	6.25	green	0	calibration	covert
236.25	6.25	yellow	4	calibration	covert
247.5	6.25	magenta	1	calibration	covert
258.75	6.25	violet	3	calibration	covert
270.0	6.25	green	0	calibration	covert
281.25	6.25	magenta	1	calibration	covert
292.5	6.25	green	0	calibration	covert
303.75	6.25	orange	2	calibration	covert
315.0	6.25	green	0	calibration	covert
326.25	6.25	yellow	4	calibration	covert
337.5	6.25	green	0	calibration	covert
348.75	6.25	magenta	1	calibration	covert
360.0	6.25	green	0	calibration	covert
371.25	6.25	magenta	1	calibration	covert
382.5	6.25	yellow	4	calibration	covert
393.75	6.25	green	0	calibration	covert
405.0	6.25	magenta	1	calibration	covert
416.25	6.25	violet	3	calibration	covert
427.5	6.25	green	0	calibration	covert
438.75	6.25	orange	2	calibration	covert
450.0	6.25	magenta	1	calibration	covert
461.25	6.25	green	0	calibration	covert
472.5	6.25	yellow	4	calibration	covert
483.75	6.25	green	0	calibration	covert
495.0	6.25	violet	3	calibration	covert
506.25	6.25	orange	2	calibration	covert
517.5	6.25	yellow	4	calibration	covert
528.75	6.25	green	0	calibration	covert
540.0	6.25	magenta	1	calibration	covert
551.25	6.25	green	0	calibration	covert
562.5	6.25	magenta	1	calibration	covert
573.75	6.25	green	0	calibration	covert
585.0	6.25	yellow	4	calibration	covert
596.25	6.25	yellow	4	calibration	covert
607.5	6.25	orange	2	calibration	covert
618.75	6.25	green	0	calibration	covert
630.0	6.25	magenta	1	calibration	covert
641.25	6.25	green	0	calibration	covert
652.5	6.25	magenta	1	calibration	covert
663.75	6.25	orange	2	calibration	covert
675.0	6.25	magenta	1	calibration	covert
686.25	6.25	green	0	calibration	covert
697.5	6.25	yellow	4	calibration	covert
708.75	6.25	green	0	calibration	covert
720.0	6.25	magenta	1	calibration	covert
731.25	6.25	green	0	calibration	covert
742.5	6.25	orange	2	calibration	covert
753.75	6.25	magenta	1	calibration	covert
765.0	6.25	yellow	4	calibration	covert
776.25	6.25	green	0	calibration	covert
787.5	6.25	magenta	1	calibration	covert
798.75	6.25	violet	3	calibration	covert
810.0	6.25	green	0	calibration	covert
821.25	6.25	yellow	4	calibration	covert
832.5	6.25	magenta	1	calibration	covert
843.75	6.25	orange	2	calibration	covert
855.0	6.25	green	0	calibration	covert
866.25	6.25	magenta	1	calibration	covert
877.5	6.25	green	0	calibration	covert
888.75	6.25	magenta	1	calibration	covert
900.0	6.25	green	0	calibration	covert
911.25	6.25	violet	3	calibration	covert
922.5	6.25	green	0	calibration	covert
933.75	6.25	yellow	4	calibration	covert
945.0	6.25	magenta	1	calibration	covert
956.25	6.25	green	0	calibration	covert
967.5	6.25	green	0	calibration	covert
978.75	6.25	yellow	4	calibration	covert
990.0	6.25	orange	2	calibration	covert
1001.25	6.25	green	0	calibration	covert
1012.5	6.25	violet	3	calibration	covert
1023.75	6.25	magenta	1	calibration	covert
1035.0	6.25	green	0	calibration	covert
1046.25	6.25	magenta	1	calibration	covert
1057.5	6.25	yellow	4	calibration	covert
1068.75	6.25	green	0	calibration	covert
1080.0	6.25	orange	2	calibration	covert
1091.25	6.25	magenta	1	calibration	covert
1102.5	6.25	green	0	calibration	covert
1113.75	6.25	magenta	1	calibration	covert
