onset	duration	trial_type	value	session_type	task_condition
41.79296875	6.25	yellow	4	online	minimally overt
51.8515625	6.25	green	0	online	minimally overt
61.94140625	6.25	green	0	online	minimally overt
72.1640625	6.25	green	0	online	minimally overt
177.39453125	6.25	violet	3	online	minimally overt
188.125	6.25	orange	2	online	minimally overt
204.5859375	6.25	orange	2	online	minimally overt
215.01171875	6.25	green	0	online	minimally overt
230.87890625	6.25	violet	3	online	minimally overt
241.2109375	6.25	magenta	1	online	minimally overt
257.12109375	6.25	violet	3	online	minimally overt
267.49609375	6.25	magenta	1	online	minimally overt
283.09765625	6.25	yellow	4	online	minimally overt
293.4375	6.25	green	0	online	minimally overt
403.703125	6.25	violet	3	online	minimally overt
414.29296875	6.25	orange	2	online	minimally overt
430.34765625	6.25	violet	3	online	minimally overt
440.5390625	6.25	magenta	1	online	minimally overt
456.234375	6.25	yellow	4	online	minimally overt
466.3984375	6.25	magenta	1	online	minimally overt
476.41015625	6.25	magenta	1	online	minimally overt
486.36328125	6.25	magenta	1	online	minimally overt
496.32421875	6.25	magenta	1	online	minimally overt
512.51953125	6.25	orange	2	online	minimally overt
522.6796875	6.25	magenta	1	online	minimally overt
538.8125	6.25	orange	2	online	minimally overt
549.125	6.25	green	0	online	minimally overt
627.0703125	6.25	orange	2	online	minimally overt
637.6328125	6.25	magenta	1	online	minimally overt
647.640625	6.25	magenta	1	online	minimally overt
657.73828125	6.25	magenta	1	online	minimally overt
667.92578125	6.25	magenta	1	online	minimally overt
677.97265625	6.25	magenta	1	online	minimally overt
694.390625	6.25	yellow	4	online	minimally overt
704.7109375	6.25	green	0	online	minimally overt
714.77734375	6.25	green	0	online	minimally overt
725.12890625	6.25	magenta	1	online	minimally overt
